CMPD_CHEMBLID,MOLWEIGHT,ALOGP,PSA,CANONICAL_SMILES,IC50,STANDARD_UNITS,ASSAY_ORGANISM,PUBMED_ID
CHEMBL591096,331.34,3.83,60.94,Oc1ccc(cc1F)C2Nc3ccccc3c4ccnc5[nH]cc2c45,860,nM,Homo sapiens,19945871
CHEMBL585527,324.38,.81,88.46,CN(C)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,880,nM,,19857967
CHEMBL2376149,458.47,1.33,141.81,COc1ccc2c(nn(C)c2c1)c3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C5)C#N)c4n3,880,nM,Homo sapiens,23540648
CHEMBL3234883,363.36,4.74,96.25,NC(=O)c1cc(sc1Nc2cccc(n2)C(F)(F)F)c3ccccc3,891,nM,Homo sapiens,24666646
CHEMBL270347,346.78,5.96,28.68,Fc1cccc(Cl)c1c2nc3c4ccccc4c5ccccc5c3[nH]2,900,nM,Homo sapiens,18029174
CHEMBL2376335,321.33,2.36,103.69,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc(cc3)C#N)nc12,900,nM,Homo sapiens,23541670
CHEMBL570230,352.37,3.02,115.2,C[C@@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,907,nM,,19857966
CHEMBL570456,462.47,1.85,105.53,CCN(CCC(F)(F)F)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,910,nM,,19857967
CHEMBL3314281,347.34,3.17,78.01,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)C4=CC(=O)NC=C4,911,nM,Homo sapiens,24930833
CHEMBL3402478,285.73,3.15,69.62,Cc1ccc(Cl)cc1n2cc(cn2)c3ccnc(N)n3,950,nM,Homo sapiens,25882525
CHEMBL3262619,375.43,2.42,106.22,O=C1NC=Nc2cc(N[C@@H]3CCCNC3)nc(Nc4cccc5cc[nH]c45)c12,950,nM,Homo sapiens,24726806
CHEMBL1938656,462.59,2.06,160.02,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,959,nM,,22087750
CHEMBL3402476,284.74,4.12,67.59,Cc1ccc(Cl)cc1c2ccc([nH]2)c3ccnc(N)n3,972,nM,Homo sapiens,25882525
CHEMBL3262618,349.39,1.88,120.22,C[C@H](N)CNc1cc2N=CNC(=O)c2c(Nc3cccc4cc[nH]c34)n1,980,nM,Homo sapiens,24726806
CHEMBL2207762,498.4,4.67,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(NC3CCCC(C3)NC(=O)c4c(Cl)cccc4Cl)n2,980,nM,,23127890
CHEMBL2208026,389.45,3.06,79.38,CC(=O)Nc1ccc(cc1)c2cc(Nc3ccc(cc3)N4CCOCC4)ncn2,980,nM,,23127890
CHEMBL2208030,403.48,3.32,79.38,CC(=O)Nc1ccc(cc1)c2cc(C)nc(Nc3ccc(cc3)N4CCOCC4)n2,980,nM,,23127890
CHEMBL3354191,382.46,2.42,107.01,COC1CCN(CC1)c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2,1000,nM,Homo sapiens,25383627
CHEMBL1090360,587.69,5.59,124.91,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1000,nM,,20346655
CHEMBL1243200,488.54,5.61,101.06,CNc1nccc(n1)c2cccnc2Oc3ccc(NC(=O)c4ccccc4Nc5ccccc5)cc3,1000,nM,,20684549
CHEMBL3354190,367.45,2.5,80.99,COC1CCN(CC1)c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2,1000,nM,Homo sapiens,25383627
CHEMBL585927,523.54,2.54,114.91,CNC1=C(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)C(=O)N(C=C1)c5ccccc5,1000,nM,,19648005
CHEMBL3354185,391.43,1.94,120.53,COC1CCN(CC1)c2nccc(Nc3cc4[nH]c(nc4cn3)c5cn[nH]c5)n2,1000,nM,Homo sapiens,25383627
CHEMBL2031893,528.53,3.88,93.23,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC,1000,nM,,22320327
CHEMBL1081846,396.33,3.68,75.94,Fc1ccc2ncn(c3ncc4NC(=O)N(Cc5cccc(F)c5F)c4n3)c2c1,1000,nM,Homo sapiens,19836234
CHEMBL1934348,506.5,5.8,107.01,NC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5cccc6OC(F)(F)Oc56)n4n3)cc2,1000,nM,Homo sapiens,22169263
CHEMBL3354192,367.45,3.11,91.85,COC1CCN(CC1)c2nccc(Nc3cc4c(n[nH]c4cn3)C(C)C)n2,1000,nM,Homo sapiens,25383627
CHEMBL2376333,356.38,2.45,98.36,COc1cc(OC)cc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,1000,nM,Homo sapiens,23541670
CHEMBL1938654,418.53,2.19,150.79,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,1010,nM,,22087750
CHEMBL3234893,294.37,3.98,83.36,NC(=O)c1cc(sc1Nc2ccccc2)c3ccccc3,1010,nM,Homo sapiens,24666646
CHEMBL2376340,393.44,2.17,109,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12,1010,nM,Homo sapiens,23541670
CHEMBL272888,589.61,5.24,102.48,CN1CCN(CC1)c2ccc(Nc3ncc(NC(=O)c4cc(NC(=O)c5cccc(c5)C(F)(F)F)ccc4C)cn3)cc2,1030,nM,,18321037
CHEMBL1973122,316.81,3.07,57.97,ClCC(=O)\N=C\1/SC=CN1Cc2cccc3ccccc23,1036,nM,7,51887
CHEMBL3417186,487.59,5.08,99.61,ONC(=O)CCCCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,1044,nM,Homo sapiens,25800646
CHEMBL2207759,458.56,3.64,82.61,CN1CCC[C@@H]1C(=O)Nc2ccc(cc2)c3ccnc(Nc4ccc(cc4)N5CCOCC5)n3,1051,nM,Homo sapiens,23127890
CHEMBL3402477,285.73,3.03,80.48,Cc1ccc(Cl)cc1c2ncc([nH]2)c3ccnc(N)n3,1068,nM,Homo sapiens,25882525
CHEMBL2062795,364.42,3.74,84.74,CS(=O)(=O)c1cccc(c1)c2cccn3nc(Nc4ccccc4)nc23,1071,nM,Homo sapiens,22594690
CHEMBL1424118,285.73,3.19,76.72,Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,1081,nM,7,51887
CHEMBL1834949,278.28,3.3,34.03,Fc1ccc2c(c1)c3C(=O)NC=Cc3n2c4ccccc4,1100,nM,,21942426
CHEMBL600875,313.35,3.62,60.94,Oc1ccc(cc1)C2Nc3ccccc3c4ccnc5[nH]cc2c45,1100,nM,Homo sapiens,19945871
CHEMBL569957,462.47,2.67,105.53,CCCN(CC(F)(F)F)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,1100,nM,,19857967
CHEMBL592034,327.38,3.26,60.94,OCc1ccc(cc1)C2Nc3ccccc3c4ccnc5[nH]cc2c45,1100,nM,Homo sapiens,19945871
CHEMBL3193058,301.19,2.83,57.97,ClCC(=O)\N=C\1/SC=CN1Cc2ccccc2Cl,1110,nM,7,51887
CHEMBL479830,308.38,2.55,67.17,Nc1n[nH]c2ccc(cc12)c3ccc(CN4CCOCC4)cc3,1110,nM,,19019674
CHEMBL1290424,320.32,2.11,66.91,Fc1ccc2c(NCc3ccccn3)nc4C=CNC(=O)c4c2c1,1115,nM,,21044843
CHEMBL1572967,317.1,2.33,58.97,Fc1ccc(cc1)C(=O)OCN2N=CC(=C(Cl)C2=O)Cl,1138,nM,7,51887
CHEMBL1934345,457.53,3.25,110.67,COc1cccnc1c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23,1140,nM,Homo sapiens,22169263
CHEMBL1938647,410.53,3.13,108.72,CC(C)(C)NC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,1170,nM,Homo sapiens,22087750
CHEMBL1938648,382.48,2.41,99.92,CN(C)C(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,1170,nM,Homo sapiens,22087750
CHEMBL1543839,333.55,2.79,58.97,ClC1=C(Cl)C(=O)N(COC(=O)c2ccccc2Cl)N=C1,1199,nM,7,51887
CHEMBL2178352,468.6,5.66,74.14,CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CCCC6)c4n3)cc2,1200,nM,Homo sapiens,23116168
CHEMBL2376332,324.38,3.43,79.9,CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,1210,nM,Homo sapiens,23541670
CHEMBL482187,378.88,3.29,109.25,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc(Cl)c3[nH]nc(N)c3c2,1220,nM,,19019674
CHEMBL3262623,422.91,3.57,107.85,N[C@H]1CCCC[C@H]1Nc2cc3C=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2,1225,nM,Homo sapiens,24726806
CHEMBL3330117,312.75,3.35,84.66,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccncn3,1235,nM,Homo sapiens,25009002
CHEMBL3114786,483.49,3.61,99.35,Fc1cc(ccn1)N2CCC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,1238,nM,Homo sapiens,24461299
CHEMBL2376334,321.33,2.36,103.69,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(c3)C#N)nc12,1250,nM,Homo sapiens,23541670
CHEMBL1481030,311.77,4.06,67.93,Nc1nc(CCl)nc(n1)N(c2ccccc2)c3ccccc3,1263,nM,7,51887
CHEMBL3114783,497.52,3.67,99.35,Fc1cc(ccn1)N2CCC(CC2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,1270,nM,Homo sapiens,24461299
CHEMBL3114771,471.48,3.41,108.14,Fc1cc(NCCCOc2ccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)cc2)ccn1,1270,nM,Homo sapiens,24461299
CHEMBL1650727,349.75,2.82,101.5,C[C@@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1300,nM,,21138246
CHEMBL569092,448.44,2.14,105.53,CCN(CC(F)(F)F)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,1300,nM,,19857967
CHEMBL461139,413.47,2.8,82.61,O=C1NC=Nc2[nH]c(cc12)c3ccnc(\C=C\c4ccc(CN5CCOCC5)cc4)c3,1300,nM,,18945615
CHEMBL2208024,387.48,4.27,70.14,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCCCC4)n2,1328,nM,Homo sapiens,23127890
CHEMBL1304902,442.96,4.31,86.88,COc1cccc(c1)N(C(C(=O)NCCc2ccccc2)c3cccs3)C(=O)CCl,1342,nM,7,51887
CHEMBL1945045,449.55,5.38,63.17,C(N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3)c5ccccn5,1350,nM,1,60939
CHEMBL2376438,487.51,.9,153.1,C[C@@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C(=O)N5CC(C5)C#N,1350,nM,Homo sapiens,23541670
CHEMBL1938653,350.44,3.14,120.04,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C#N,1370,nM,,22087750
CHEMBL221959,312.37,1.51,88.91,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,1377,nM,Homo sapiens,24417533
CHEMBL2208033,434.49,1.67,125.63,N[C@H](CO)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,1391,nM,Homo sapiens,23127890
CHEMBL1289991,328.37,2.3,66.91,O=C1NC=Cc2nc(NCc3ccncc3)c(cc12)c4ccccc4,1400,nM,,21044843
CHEMBL2414550,343.42,5.71,55.11,CC(C)c1cccc(c1)c2cccc3nc(Nc4cc(C)ccn4)nn23,1400,nM,Homo sapiens,23870430
CHEMBL2062790,211.22,.77,69.09,Nc1nc2c(cccn2n1)c3ccncc3,1406,nM,Homo sapiens,22594690
CHEMBL2325906,297.35,1.93,94.46,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N,1420,nM,Homo sapiens,23214979
CHEMBL1364913,249.7,2.77,76.72,Cc1ccc(Nc2nc(N)nc(CCl)n2)cc1,1421,nM,7,51887
CHEMBL1630790,371.43,4.19,48.05,C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c3ncnc4[nH]ccc34,1440,nM,Homo sapiens,21105711
CHEMBL1650955,468.43,3.1,85.51,FC(F)(F)c1ccc(cc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCN(CC5)C=O,1444,nM,,21155605
CHEMBL3417190,543.66,5.51,116.68,ONC(=O)CCCCCCCC(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,1475,nM,Homo sapiens,25800646
CHEMBL3114761,483.49,3.61,99.35,Fc1cc(ccn1)N2CC[C@@H](C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,1480,nM,Homo sapiens,24461299
CHEMBL1938654,418.53,2.19,150.79,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,1480,nM,Homo sapiens,22087750
CHEMBL1459746,395.45,3.74,79.23,CCN1C\C(=C\c2ccc(OC)c(O)c2)\C(=O)\C(=C\c3ccc(OC)c(O)c3)\C1,1500,nM,7,51887
CHEMBL1944871,412.53,5.55,50.28,C(C1CC1)N2C\C=C\CCOc3cccc(c3)c4ccnc(Nc5cccc(C2)c5)n4,1500,nM,1,60939
CHEMBL1944870,414.54,5.93,50.28,CC(C)CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,1500,nM,1,60939
CHEMBL3262622,405.45,.98,119.12,Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5C=CNC(=O)c35)cccc2n1,1500,nM,Homo sapiens,24726806
CHEMBL569012,351.79,2.66,94.02,Nc1nn2cccnc2c1c3cc(NCc4ccc(Cl)cc4)ncn3,1500,nM,,19857967
CHEMBL509032,614.2,5.34,111.31,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,1505,nM,,17185414
CHEMBL2208031,418.49,2.56,105.4,C[C@H](N)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,1510,nM,Homo sapiens,23127890
CHEMBL3330116,355.82,3.68,99.82,CCn1c(cc(C(=O)N)c1c2cc(Cl)ccc2C)c3ccnc(N)n3,1537,nM,Homo sapiens,25009002
CHEMBL1079524,436.25,4.27,99.72,Clc1cccc(Cl)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,1550,nM,Homo sapiens,19836234
CHEMBL480606,322.36,1.89,84.24,Nc1n[nH]c2ccc(cc12)c3ccc(cc3)C(=O)N4CCOCC4,1570,nM,,19019674
CHEMBL1945046,416.52,4.6,59.51,COCCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,1600,nM,1,60939
CHEMBL500779,209.25,2.78,54.7,Nc1n[nH]c2ccc(cc12)c3ccccc3,1600,nM,,19019674
CHEMBL2062797,394.45,3.72,93.97,COc1ccccc1Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C,1615,nM,Homo sapiens,22594690
CHEMBL1938659,517.66,2.02,163.26,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2,1620,nM,,22087750
CHEMBL1399938,273.76,3.76,20.31,Cc1cccc(c1)N(Cc2ccccc2)C(=O)CCl,1631,nM,7,51887
CHEMBL3114775,471.48,3.55,97.28,Cn1cc(C2=C(Nc3cccc(OCCNc4ccnc(F)c4)c3)C(=O)NC2=O)c5ccccc15,1637,nM,Homo sapiens,24461299
CHEMBL3193428,344.36,4.54,82.25,Oc1ccc(\C=N\N=C(\C(=O)c2ccccc2)/c3ccccc3)cc1O,1666,nM,7,51887
CHEMBL1341981,423.53,3.95,119.77,CC(C)C[C@H](NC(=O)OC(C)(C)C)c1oc(nn1)S(=O)(=O)Cc2ccccc2C,1676,nM,7,51887
CHEMBL1944699,372.46,4.23,50.28,CN1C\C=C\COCc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,1700,nM,1,60939
CHEMBL2376339,393.44,2.17,109,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@H](NC(=O)C)c4c3)nc12,1710,nM,Homo sapiens,23541670
CHEMBL1427637,323.39,2.66,62.37,COc1ccc(NC2=CC3=NC4(CCCCC4)[N+](=C3C=C2)[O-])cc1,1711,nM,7,51887
CHEMBL1258913,544.67,4.31,130.83,O=C(N[C@H](CN1CCCC1)c2ccccc2)c3cc4[nH]nc(NC(=O)c5ccc(cc5)N6CCOCC6)c4s3,1721,nM,,20817473
CHEMBL246356,528.46,5.6,111.15,CNc1ncnc(n1)c2cccnc2Oc3cc(NC(=O)c4cccc(OC(F)(F)C(F)F)c4)ccc3C,1746,nM,,17350837
CHEMBL1947158,372.42,4.03,76.14,O=C1CC\C=C/COc2cccc(c2)c3ccnc(Nc4cccc(N1)c4)n3,1750,nM,1,60939
CHEMBL1427185,319.67,2.26,62.3,FC(F)(F)c1cnc(NCCN2C(=O)C=CC2=O)c(Cl)c1,1760,nM,7,51887
CHEMBL1087236,404.35,2.26,85.17,FC(F)(F)c1ccc2c(c1)ncn2c3ncc4NC(=O)N(C5CCOCC5)c4n3,1800,nM,Homo sapiens,19836234
CHEMBL3262358,423.9,3.6,120.22,N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5c(Cl)c[nH]c45)n2,1810,nM,Homo sapiens,24726806
CHEMBL231925,499.54,3.22,97,CN1CCN(CC1)C(=O)c2cc3c(NCc4ccccc4F)nc(nc3n2C)n5cnc6ccncc56,1860,nM,,17189692
CHEMBL569091,422.53,2.53,105.53,CCCN(CCC)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,1900,nM,,19857967
CHEMBL1466500,279.73,2.61,85.95,CCOc1ccc(Nc2nc(N)nc(CCl)n2)cc1,1924,nM,7,51887
CHEMBL447670,308.38,2.92,83.8,CC(C)(C)NC(=O)c1ccc(cc1)c2ccc3[nH]nc(N)c3c2,1950,nM,,19019674
CHEMBL479620,210.23,1.63,67.59,Nc1n[nH]c2ccc(cc12)c3ccncc3,1950,nM,,19019674
CHEMBL2208023,304.35,3.19,66.91,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccccc3)n2,1971,nM,Homo sapiens,23127890
CHEMBL2414552,342.44,6.32,42.22,CC(C)c1cccc(c1)c2cccc3nc(Nc4cccc(C)c4)nn23,2000,nM,Homo sapiens,23870430
CHEMBL2325912,352.39,.48,114.76,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCC(C4)C#N,2030,nM,Homo sapiens,23214979
CHEMBL1482285,275.3,2.91,69.69,COc1ccc(cc1)c2cnc3c(CCC3(C#N)C#N)c2,2067,nM,7,51887
CHEMBL1447125,263.73,3.25,76.72,Cc1cccc(Nc2nc(N)nc(CCl)n2)c1C,2072,nM,7,51887
CHEMBL1287941,359.29,3.15,123.13,Nc1nc(Nc2ccc(cc2)C(=O)O)nn1C(=O)c3c(F)cccc3F,2110,nM,Homo sapiens,21106455
CHEMBL1379604,253.77,3.93,20.31,CCCCCCN(C(=O)CCl)c1ccccc1,2113,nM,7,51887
CHEMBL3114774,457.46,3.34,108.14,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,2130,nM,Homo sapiens,24461299
CHEMBL1938658,515.69,3.25,154.04,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCCCC4)c3s2,2130,nM,,22087750
CHEMBL2062787,240.26,1.9,65.44,COc1ccccc1c2cccn3nc(N)nc23,2132,nM,Homo sapiens,22594690
CHEMBL2062791,288.32,1.44,98.72,CS(=O)(=O)c1cccc(c1)c2cccn3nc(N)nc23,2165,nM,Homo sapiens,22594690
CHEMBL2207760,472.58,3.99,82.61,CCN1CCC[C@@H]1C(=O)Nc2ccc(cc2)c3ccnc(Nc4ccc(cc4)N5CCOCC5)n3,2166,nM,Homo sapiens,23127890
CHEMBL1938659,517.66,2.02,163.26,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2,2190,nM,Homo sapiens,22087750
CHEMBL1440303,301.77,1.81,119.4,CNC(=O)c1nnsc1[S+]([O-])c2ccc(Cl)cc2,2259,nM,7,51887
CHEMBL1444859,292.23,2.81,81.44,CS(=O)(=O)c1nc(cc(n1)C(F)(F)F)c2occc2,2283,nM,7,51887
CHEMBL2376336,310.35,2.97,79.9,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3C)nc12,2320,nM,Homo sapiens,23541670
CHEMBL1938657,475.63,2.33,154.04,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,2400,nM,,22087750
CHEMBL3301607,425.5,2.46,105.05,O=C(Nc1nc2cccc(c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C5CC5,2400,nM,Homo sapiens,24417533
CHEMBL1585185,339.43,3.34,38.77,Cl.CCOc1ccc(cc1)C(=O)C(CN2CCOCC2)c3ccccc3,2404,nM,7,51887
CHEMBL1382022,353.45,3.86,38.77,CCCOc1ccc(cc1)C(=O)C(CN2CCOCC2)c3ccccc3,2460,nM,7,51887
CHEMBL1287883,394.36,2.23,154.37,Nc1nc(Nc2cccc(c2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,2500,nM,Homo sapiens,21106455
CHEMBL1288002,358.35,3.68,89.07,CN(C)c1ccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)cc1,2500,nM,Homo sapiens,21106455
CHEMBL1423501,343.8,3.53,38.77,ClCC(=O)N(C\C=C\c1ccccc1)c2ccc3OCCOc3c2,2506,nM,7,51887
CHEMBL1650951,526.51,3.3,105.74,CC(C)(O)C(=O)N1CCN(CC1)c2ccc(c(c2)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)C(F)(F)F,2550,nM,,21155605
CHEMBL1521348,265.7,2.26,85.95,COc1ccc(Nc2nc(N)nc(CCl)n2)cc1,2656,nM,7,51887
CHEMBL1835029,354.42,4.29,75.01,CCN(C1CCCCC1)c2ncc(C(=O)N)c3[nH]c4ccc(F)cc4c23,2700,nM,,21942426
CHEMBL1682362,485.54,3.09,123.55,O=C(Cc1ccccc1)N2CCN(CC2)c3nc(Nc4cc([nH]n4)C(=O)NC5CC5)c6cccn6n3,2700,nM,,21282055
CHEMBL1597766,250.36,4.85,115.52,C#CCSc1nsc(SCC#C)c1C#N,2833,nM,7,51887
CHEMBL2062789,241.25,1.29,78.33,COc1ccc(cn1)c2cccn3nc(N)nc23,2874,nM,Homo sapiens,22594690
CHEMBL1938652,367.35,4.47,105.48,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(OC(F)(F)F)cc3,2890,nM,,22087750
CHEMBL1934349,483.61,4.07,91.79,CN(C)Cc1ccc(cc1)c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23,2900,nM,Homo sapiens,22169263
CHEMBL1557820,346.82,3.86,122.92,Clc1ccc(cc1)n2nnnc2Sc3ncnc4sccc34,2906,nM,7,51887
CHEMBL3403538,351.79,3.52,78.21,Cc1ccc(Cl)cc1c2cn(cc2C(=O)N)c3ncnn4cccc34,2910,nM,Homo sapiens,25882525
CHEMBL3426225,576.62,5.02,105.19,CCn1nc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F)c5c(N)ncnc15,2911,nM,Homo sapiens,25835317
CHEMBL1560296,334.33,3.12,84.58,CC1=C(C(=O)c2ccc(O)c(O)c2O1)c3cnn(c3)c4ccccc4,2966,nM,7,51887
CHEMBL570686,335.34,2.2,94.02,Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,3000,nM,,19857967
CHEMBL2035810,477.9,3.09,141.08,Nc1ncnc(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4,3000,nM,,22372864
CHEMBL1518085,326.39,4.54,50.7,C(Cc1ccccc1)Nc2nc(nc3ccccc23)c4ccccn4,3020,nM,7,51887
CHEMBL3330106,355.82,3.53,87.9,CN(C)C(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,3056,nM,Homo sapiens,25009002
CHEMBL3263640,589.69,5.25,125.13,Cc1c(NC(=O)c2ccc(cc2)C(C)(C)C)cccc1c3nc(Nc4ccc(cc4)C(=O)N5CCOCC5)c6nc[nH]c6n3,3068,nM,Homo sapiens,24685542
CHEMBL1563340,289.33,3.93,50.19,Cc1nc2ccccc2c(O)c1C(=O)\C=C\c3ccccc3,3125,nM,7,51887
CHEMBL1290310,314.36,1.55,80.04,CC(C)(CN)CNc1nc2C=CNC(=O)c2c3cc(F)ccc13,3157,nM,,21044843
CHEMBL1270230,279.3,1.97,110.68,NC(=O)c1cc([nH]c1c2ccccc2)c3ccnc(N)n3,3200,nM,Homo sapiens,25009002
CHEMBL1087235,336.35,1.32,85.17,O=C1Nc2cnc(nc2N1C3CCOCC3)n4cnc5ccccc45,3250,nM,Homo sapiens,19836234
CHEMBL1439384,328.73,3.4,110.45,COc1ccc(c(n1)S(=O)(=O)c2ccc(Cl)cc2)[N+](=O)[O-],3261,nM,7,51887
CHEMBL1947161,344.41,4.47,59.07,C1C\C=C\CNc2cccc(Nc3nccc(n3)c4cccc(O1)c4)c2,3300,nM,1,60939
CHEMBL1270230,279.3,1.97,110.68,NC(=O)c1cc([nH]c1c2ccccc2)c3ccnc(N)n3,3300,nM,,20873740
CHEMBL1501466,293.32,4.23,70.74,Cc1ccc2nc(C)cc(Nc3ccc(cc3)[N+](=O)[O-])c2c1,3311,nM,7,51887
CHEMBL254255,358.37,2.56,135.66,COc1ccc(cc1)n2nnnc2SCC(=O)c3ccc(O)c(O)c3,3336,nM,7,51887
CHEMBL1489454,398.38,1.47,84.94,COC(=O)COc1cccc2C(=O)N(CC(=O)NCc3ccc(F)cc3)C=Cc12,3341,nM,7,51887
CHEMBL1088424,354.34,1.52,85.17,Fc1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1,3400,nM,Homo sapiens,19836234
CHEMBL453737,629.65,4.52,97.75,COc1cc2c(Oc3ccc(cc3F)C4=CN=C(Nc5ccc(F)cc5)N(C)C4=O)ccnc2cc1OCCCN6CCOCC6,3400,nM,,18763753
CHEMBL1299997,206.24,2.49,49.06,CN(C)c1ccc(\C=C(/C)\[N+](=O)[O-])cc1,3498,nM,7,51887
